iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,iteration_wall_s
50,0.00256079688485,75414,75414,0.679993507899,-0.000923389902204,0.0483362901927,1.17113093272e-11,7.07689830015e-12,2835,1,0,20455.493959,11.7985830307,8779,0,0,0.261756673462,0.99976333379,0,0.1,0.247920759494,1,11875.7055628,1,1,0,0,0,36.9655982079
51,0.00256328299283,75414,75414,0.679993507899,0.0103290279653,0.0483362901927,1.20648516399e-11,7.17404837212e-12,2840,1,0,21412.5050416,11.6370830536,8114,0,0,0.278826839727,0.99976333379,0,0.1,0.241692616427,1,11894.7380698,1,1,0,0,0,21.6493249158
52,0.00256179685098,75414,75414,0.679993507899,-0.00297637577367,0.0483362901927,1.13717476756e-11,7.10199173965e-12,2840,1,0,20557.5149579,11.5960421562,8248,0,0,0.275491972451,0.99976333379,0,0.1,0.244339915971,1,11905.5039506,1,1,0,0,0,20.7426792076
53,0.00256110863656,75415,75415,0.680002524706,-0.000355967716923,0.0483362901927,9.4948695619e-12,7.09247303935e-12,2840,1,0,20301.0862923,12.2832078934,8454,0,0,0.275434085247,0.99976333379,0,0.1,0.243833694815,1,11921.0050258,1,1,0,0,0,20.4503565002
54,0.00256025122968,75414,75414,0.679993507899,-0.00140747011471,0.0483362901927,9.32532320863e-12,7.03034643555e-12,2838,1,0,20545.4536252,11.9703330994,8706,0,0,0.273968687573,0.99976333379,0,0.1,0.245393014356,1,11954.6434987,1,1,0,0,0,20.7121699997
55,0.00255994997983,75415,75415,0.680002524706,0.000921886705864,0.0483362901927,1.00357170622e-11,7.03755458775e-12,2840,1,0,20611.2964158,12.0876250267,8954,0,0,0.230999589819,0.999286727446,0,0.1,0.247524321352,1,11979.0585814,1,1,0,0,0,37.0854879161
56,0.00256233066868,75415,75415,0.680002524706,0.00735020155024,0.0483362901927,1.04627130425e-11,7.12818946577e-12,2843,1,0,22126.6832085,12.9734997749,8189,0,0,0.255524187883,0.999286727446,0,0.1,0.241077199462,1,12018.5377402,1,1,0,0,0,22.4703103751
57,0.00256112384356,75415,75415,0.680002524706,-0.00171603252936,0.0483362901927,9.34418831302e-12,7.07744512057e-12,2840,1,0,23002.5273752,12.3588747978,8313,0,0,0.250929302138,0.999286727446,0,0.1,0.243745268066,1,12031.2619327,1,1,0,0,0,23.210492
58,0.00256027993309,75415,75415,0.680002524706,-0.000876977232218,0.0483362901927,9.55861418994e-12,7.03563466259e-12,2841,1,0,22880.8633752,12.3773331642,8551,0,0,0.247735581,0.999286727446,0,0.1,0.245412052196,1,12067.7065658,1,1,0,0,0,23.0995359169
59,0.00255945822454,75414,75414,0.679993507899,-0.000867545478323,0.0483362901927,1.0285377791e-11,6.98566500541e-12,2840,1,0,22862.463583,12.4159579277,8757,0,0,0.246209688757,0.999286727446,0,0.1,0.245706276359,1,12099.0069238,1,1,0,0,0,23.0706868749
60,0.00255920701698,75415,75415,0.680002524706,0.00051139280792,0.0483362901927,9.53636944376e-12,6.97094389522e-12,2838,1,0,23578.5646248,12.1720843315,9069,0,0,0.198671603628,0.996058739452,0,0.1,0.248582067287,1,12134.5130248,1,1,0,0,0,40.2608924164
