iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,renuc_events,renuc_voxels,iteration_wall_s
50,0.0024389898084,88424,88424,0.797302171247,0.00308416962754,0.0483362901927,9.10747272933e-11,4.21694468088e-12,2802,1,0,34373.4254999,12.9497089386,10744,0,0,0.134298544813,0.975344639039,0,0.1,0,0,15693.8763848,1,1,0,0,0,39,24,0,15,15,0,0,1,-12,0,0,53.7834051247
51,0.00243133268913,88424,88424,0.797302171247,0.00236664317459,0.0483362901927,9.39418422939e-11,4.00077954139e-12,2824,1,0,36305.2432079,14.6740002632,9965,0,0,0.135392785143,0.95608908708,0,0.1,0,0,15028.454358,1,1,0,0,0,48,32,0,16,16,0,0,5,4,0,0,36.65687375
52,0.00242486515904,88423,88423,0.79729315444,-0.00535700965582,0.0483362901927,9.14512741913e-11,3.71892130576e-12,2841,1,0,45280.0359588,13.3310413361,9995,0,0,0.137375316037,0.951510980066,0,0.1,0,0,14958.9246618,1,1,0,0,0,49,34,0,15,17,0,0,3,-2,0,0,45.6126876664
53,0.00241969281073,88424,88424,0.797302171247,-0.000522144219829,0.0483362901927,8.56932782398e-11,3.51356830676e-12,2854,1,0,41259.0580831,15.8222498894,9885,0,0,0.13967880254,0.930930913487,0,0.1,0,0,14823.2288996,1,1,0,0,0,56,35,0,21,18,0,0,6,1,0,0,41.5788143338
54,0.00241473011432,88424,88424,0.797302171247,-0.00180189837201,0.0483362901927,7.59226284429e-11,3.32334127715e-12,2863,1,0,41972.9804578,15.8765001297,9952,0,0,0.142703192933,0.940577672862,0,0.1,0,0,14757.8208777,1,1,0,0,0,48,28,0,20,19,0,0,4,-12,0,0,42.3061469998
55,0.00241014280275,88423,88423,0.79729315444,-0.00139194631765,0.0483362901927,6.33165304128e-11,3.14301710537e-12,2864,1,0,37262.7683754,13.3471250534,10057,0,0,0.127171436649,0.939126220752,0,0.1,0,0,14550.8937566,1,1,0,0,0,42,29,0,13,20,0,0,1,-7,0,0,55.693425958
56,0.00240610235534,88423,88423,0.79729315444,0.00121416172221,0.0483362901927,6.78718834559e-11,2.90611411505e-12,2965,1,0,38201.5533748,13.9555420876,9360,0,0,0.12866073855,0.917961744221,0,0.1,0,0,14141.0993748,1,1,0,0,0,44,31,0,13,21,0,0,4,-2,0,0,38.4682460423
57,0.00240344741885,88424,88424,0.797302171247,0.00344212265466,0.0483362901927,6.74219810689e-11,2.78731807281e-12,2975,1,0,40832.27075,13.4448332787,9415,0,0,0.130689595118,0.935896549611,0,0.1,0,0,14052.3040305,1,1,0,0,0,47,34,0,13,22,0,0,6,-3,0,0,41.1573709589
58,0.00240041698958,88423,88423,0.79729315444,-0.00222668111232,0.0483362901927,6.73026510026e-11,2.6225446581e-12,2950,1,0,34460.6952081,13.2152500153,9512,0,0,0.134066310155,0.949434562514,0,0.1,0,0,14037.6633602,1,1,0,0,0,47,29,0,18,23,0,0,8,-8,0,0,34.7258292921
59,0.00239796816138,88423,88423,0.79729315444,0.000730060433849,0.0483362901927,6.24719332358e-11,2.48088771571e-12,2921,1,0,35374.8804579,13.9356250763,9567,0,0,0.137519068925,0.953161207433,0,0.1,0,0,13976.3773258,1,1,0,0,0,45,35,0,10,24,0,0,4,-6,0,0,35.6388808331
60,0.00239568724525,88424,88424,0.797302171247,-0.000209599542256,0.0483362901927,5.76086402809e-11,2.33426312832e-12,2903,1,0,40463.456583,19.4347915649,9729,0,0,0.136706157177,0.942649675743,0,0.1,0,0,13985.3218414,1,1,0,0,0,43,31,0,12,25,0,0,7,-9,0,0,60.2193024592
