iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,renuc_events,renuc_voxels,frac_cut_cells,frac_area_mm2,frac_build_ms,frac_sens_ms,iteration_wall_s
60,0.00349059580488,58591,58591,0.528303758205,0.000625042488186,0.0483362901927,1.0209208931e-10,3.01503520938e-11,2713,1,0,19929.1984997,12.8149580956,10985,0,0,0.271557780109,0.998747521192,0,0.1,0,0,17472.0943474,0,1.02229270384,0,0,0,9,-16,0,25,17,0,0,0,1,0,0,0,0,0,0,75.6528470842
61,0.00350527773057,58591,58591,0.528303758205,0.00509510811614,0.0483362901927,9.83906345372e-11,3.05082281212e-11,2713,1,0,19689.8127918,13.0215001106,12749,0,0,0.261897179821,0.998714272543,0,0.1,0,0,17942.259535,0,1.02701929998,0,0,0,8,-16,0,24,17,0,0,0,-1,0,0,0,0,0,0,59.358780208
62,0.00350073326773,58591,58591,0.528303758205,-2.5261925645e-05,0.0483362901927,8.74584723638e-11,3.04900156646e-11,2710,1,0,19584.289958,12.3274168968,12340,0,0,0.264782507313,0.998714272543,0,0.1,0,0,17859.6123279,0,1.02595689577,0,0,0,9,-16,0,25,17,0,0,0,1,0,0,0,0,0,0,64.3172357092
63,0.00349535330472,58590,58590,0.528294741398,0.000310602577952,0.0483362901927,9.03319985618e-11,3.03780624269e-11,2713,1,0,19726.0077081,12.1210827827,11822,0,0,0.268247509117,0.998714272543,0,0.1,0,0,17757.235225,0,1.0246369923,0,0,0,10,-18,0,28,17,0,0,0,1,0,0,0,0,0,0,59.382453125
64,0.00349302833183,58590,58590,0.528294741398,0.00163413682566,0.0483362901927,1.25880751447e-10,3.03283039108e-11,2713,1,0,19703.086875,12.1374173164,11463,0,0,0.269329598652,0.998379168293,0,0.1,0,0,17688.468011,0,1.0236189186,0,0,0,9,-17,0,26,17,0,0,0,-1,0,0,0,0,0,0,59.7542349999
65,0.00348749612897,58591,58591,0.528303758205,-0.00037445827299,0.0483362901927,1.45815551892e-10,3.01241748316e-11,2715,1,0,24861.1722083,13.0267920494,11157,0,0,0.27244423168,0.99886720299,0,0.1,0,0,17535.1558774,0,1.0224440388,0,0,0,8,-18,0,26,17,0,0,0,-1,0,0,0,0,0,0,76.160777458
66,0.00350193054635,58590,58590,0.528294741398,0.00403159365964,0.0483362901927,1.42320478323e-10,3.04617392098e-11,2709,1,0,19531.500834,12.1083750725,12957,0,0,0.265240381809,0.99886720299,0,0.1,0,0,18140.9357653,0,1.02743737424,0,0,0,8,-17,0,25,17,0,0,0,0,0,0,0,0,0,0,59.5297352909
67,0.00349777802,58590,58590,0.528294741398,0.00075884849491,0.0483362901927,1.36800594615e-10,3.05592680242e-11,2713,1,0,24513.8971248,12.1280422211,12464,0,0,0.266907500603,0.99886720299,0,0.1,0,0,17991.5467279,0,1.02620987048,0,0,0,9,-17,0,26,18,0,0,1,0,0,0,0,0,0,0,64.3784694578
68,0.00349443365682,58591,58591,0.528303758205,0.00140591032915,0.0483362901927,1.19323219504e-10,3.04668189212e-11,2713,1,0,19650.4720407,12.1328754425,12013,0,0,0.26726321543,0.99886720299,0,0.1,0,0,17938.3166702,0,1.02497602675,0,0,0,10,-18,0,28,18,0,0,0,1,0,0,0,0,0,0,59.4836897077
69,0.00348660073612,58590,58590,0.528294741398,-0.00225618414975,0.0483362901927,9.59695751395e-11,3.0170151373e-11,2714,1,0,19677.0727081,12.1960830688,11619,0,0,0.277061152426,0.99886720299,0,0.1,0,0,17862.8062363,0,1.02372966684,0,0,0,8,-19,0,27,18,0,0,0,-2,0,0,0,0,0,0,64.3051160001
70,0.00348288054716,58591,58591,0.528303758205,0.000236510597508,0.0483362901927,8.72576558307e-11,3.00714190492e-11,2714,1,0,19799.8991671,12.365000248,11283,0,0,0.270145484237,0.998886893225,0,0.1,0,0,17765.8138628,0,1.02277814233,0,0,0,9,-18,0,27,18,0,0,0,1,0,0,0,0,0,0,71.1491337917
71,0.00349029187439,58590,58590,0.528294741398,-0.000912308916819,0.0483362901927,8.54705017134e-11,3.01326843485e-11,2715,1,0,19988.6697922,12.1536669731,13131,0,0,0.27475046004,0.998886893225,0,0.1,0,0,18323.1127729,0,1.02744889042,0,0,0,7,-18,0,25,18,0,0,0,-2,0,0,0,0,0,0,64.6440795409
